ICAO,CIAD,Aeródromo,Cidade,UF,Alerta,NOTAM,STATUS
SBTF,AM0004,Tefé,TEFÉ,AM,,"[{'badge_info': 'G0410/19', 'titulo': ' R G0190/19 12/04/2019 22:48', 'msg': 'VOR TFE 112.90MHZ U/S RDL 332 ALEM DE 015NM ', 'texto2': '12/04/19 22:48 a 15/05/19 21:00 UTC'}, {'badge_info': 'Z1036/18', 'titulo': ' N 15/06/2018 18:47', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 3 RETIRADOREF: ROTAER 3-T     AIP MAP ADC ', 'texto2': '25/06/18 04:00 a PERM'}, {'badge_info': 'Z4145/17', 'titulo': ' N 26/12/2017 17:33', 'msg': 'SID ALAM - ALOC - BITA - OLEN - OTIL - RAMI - SONI MODIFICAR NA PLANTA OS SEGUINTES HDG: SAIDA OTIL DE 300 PARA 305SAIDA RAMI DE 271 PARA 274SAIDA SONI DE 332 PARA 337 SAIDA ALAM DE 095 PARA 099SAIDA ALOC DE 212 PARA 217 REF: AIP MAP ', 'texto2': '26/12/17 17:34 a PERM'}, {'badge_info': 'Z3233/16', 'titulo': ' R Z3226/16 06/09/2016 21:09', 'msg': 'SID ALAM - ALOC - BITA - OLEN - OTIL - RAMI - SONI RETIRADO NAPLANTA:1- TO W25, TO A566/UA565/UA566, TO A566/UA566, TO UA317/UA565 E TOB5522- TRNS SONI E TRNS RAMI3- SEGMENTO ALOC A OLEN 291 E BITA A ALAM 050REF: AIPMAP ', 'texto2': '06/09/16 21:12 a PERM'}]",OK
SBTG,MS0006,Três Lagoas,TRÊS LAGOAS,MS,,"[{'badge_info': 'E0124/19', 'titulo': ' R E2458/18 23/01/2019 21:34', 'msg': 'MET CMA (1 A 4) HR SER JAN 24 TIL FEB 16 MON TIL FRI 1000-1500 1600-2100 SUN 1100-1330 FEB 17 TIL APR 20  MON TIL FRI 1100-1600 1700-2200 SUN 1200-1430 ', 'texto2': '23/01/19 21:34 a 20/04/19 23:59 UTC'}, {'badge_info': 'E0123/19', 'titulo': ' R E2429/18 23/01/2019 21:30', 'msg': 'AFIS HR SER JAN 24 TIL FEB 16 MON TIL FRI 1000-1500 1600-2100 SUN 1100-1330 FEB 17 TIL APR 20  MON TIL FRI 1100-1600 1700-2200 SUN 1200-1430 ', 'texto2': '23/01/19 21:30 a 20/04/19 23:59 UTC'}]",OK
SBTK,AC0002,TARAUACA,TARAUACÁ,AC,,[],OK
SBTR,RS0011,TORRES,TORRES,RS,,"[{'badge_info': 'E0652/19', 'titulo': ' N 08/04/2019 19:56', 'msg': 'ASCENSAO BALAO LIVRE SUBJ COOR FCA 130.25MHZ ACONTECERA COORD 291949S/0494438W RAIO 5KM (TORRES, RS) DNG ', 'texto2': 'GND'}, {'badge_info': 'E0539/19', 'titulo': ' R E2913/18 22/03/2019 19:55', 'msg': 'PJE ACONTECERA CENTRO AD (292436S/0494837W) RAIO 05KM RTO ', 'texto2': 'GND'}, {'badge_info': 'Z0578/18', 'titulo': ' N 20/03/2018 17:22', 'msg': 'AFIS RETIRADOREF: ROTAER 3-T ', 'texto2': '20/03/18 17:23 a PERM'}]",OK
SBTT,AM0005,Tabatinga,TABATINGA,AM,,"[{'badge_info': 'G0352/19', 'titulo': ' N 28/03/2019 18:37', 'msg': 'AD CLSD DEVIDO SER MAINT ', 'texto2': '15/04/19 13:00 a 18/04/19 16:00 UTC'}, {'badge_info': 'Z2311/17', 'titulo': ' R Z2197/17 07/08/2017 15:35', 'msg': 'SER COMBATE INCENDIO / SALVAMENTO MODIFICADO PARA CAT 5 H24REF: AIP MAP (ADC)     ROTAER 3-T ', 'texto2': '07/08/17 15:35 a PERM'}, {'badge_info': 'Z4749/16', 'titulo': ' N 12/12/2016 19:12', 'msg': 'IAP RNAV (GNSS) RWY 12 CORRIGIR ALTITUDE MIN DE PASSAGEM NO FAFPARA1920FTREF. AIP MAP ', 'texto2': '12/12/16 19:20 a PERM'}, {'badge_info': 'Z4533/16', 'titulo': ' N 01/12/2016 16:08', 'msg': 'IAP RNAV (GNSS) RWY 30 CORRIGIR NO QUADRO PARA POUSO DIRETOLNAV/VNAV VISIBILIDADE DAS CATEGORIAS C E D PARA 1600REF: AIP MAP ', 'texto2': '08/12/16 00:00 a PERM'}, {'badge_info': 'Z1099/16', 'titulo': ' N 29/03/2016 13:51', 'msg': 'TA MODIFICADA PARA 18000FTREF: AIP MAP IAC, SID ', 'texto2': '30/03/16 00:00 a PERM'}]",OK
SBTU,PA0007,TUCURUI,TUCURUÍ,PA,,"[{'badge_info': 'N0117 | 21/06/18', 'titulo': 'LUZES AERONÁUTICAS DE SUPERFÍCIE', 'msg': 'ANEMOMETRO U/S ', 'texto1': '- ABN não utilizável.', 'texto2': '\n  \tPeríodo: De 21 de junho de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP ENR 4.5\n\n'}, {'badge_info': 'N0001 | 01/02/18', 'titulo': 'AUXÍLIO À NAVEGAÇÃO', 'msg': 'ANEMOMETRO U/S ', 'texto1': 'VOR/DME TUI 112.90 Mhz / CH76X não utilizável.', 'texto2': '\n  \tPeríodo: De 01 de fevereiro de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP ENR 4.1\n\n'}, {'badge_info': 'N0051 | 27/04/17', 'titulo': 'LUZES DA ÁREA DE POUSO', 'msg': 'ANEMOMETRO U/S ', 'texto1': '- Luzes da área de Pouso não disponíveis.\n- VASIS da Pista 02 Inoperante;\n- VASIS da Pista 20 Inoperante;', 'texto2': '\n  \tPeríodo: De 27 de abril de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC. \n\tRef: AIP MAP ADC (RPLC N201/16)\n\n'}, {'badge_info': 'G0068/19', 'titulo': ' N 21/01/2019 15:57', 'msg': 'ANEMOMETRO U/S ', 'texto2': '21/01/19 15:57 a 20/04/19 21:15 UTC'}]",OK
SBUA,AM0003,São Gabriel da Cachoeira,SÃO GABRIEL DA CACHOEIRA,AM,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0955/2018', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': '- Meteorologia CMA (1 a 4) serviço prestado por meio de autoatendimento. Dúvidas sobre a utilização do portal www.redemet.aer.mil.br e demais informações consultar o Centro Meteorológico de Vigilância Amazônico TEL (92) 3652-5374; (92) 3652-5375.', 'texto2': 'Duração:'}, {'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0880/2018', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': '- Meteorologia CMA (1 a 4) serviço prestado por meio de autoatendimento. Dúvidas sobre a utilização do portal www.redemet.aer.mil.br e demais informações consultar o Centro Meteorológico de Vigilância Amazônico TEL (92) 3652-5374; (92) 3652-5375.', 'texto2': 'Duração:'}, {'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0879/2018', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': '- Meteorologia CMA (1 a 4) serviço prestado por meio de autoatendimento. Dúvidas sobre a utilização do portal www.redemet.aer.mil.br e demais informações consultar o Centro Meteorológico de Vigilância Amazônico TEL (92) 3652-5374; (92) 3652-5375.', 'texto2': 'Duração:'}, {'badge_info': 'N0157 | 07/12/17', 'titulo': 'SERVIÇO DE METEOROLOGIA', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': '- Meteorologia CMA (1 a 4) serviço prestado por meio de autoatendimento. Dúvidas sobre a utilização do portal www.redemet.aer.mil.br e demais informações consultar o Centro Meteorológico de Vigilância Amazônico TEL (92) 3652-5374; (92) 3652-5375.', 'texto2': '\n  \tPeríodo: De 07 de dezembro de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP GEN 3.5 (RPLC SUP N008/16)\n\n'}, {'badge_info': 'N0050 | 27/04/17', 'titulo': 'LUZES DA ÁREA DE POUSO', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': '- Todas as luzes da área de pouso indisponíveis.', 'texto2': '\n  \tPeríodo: De 27 de abril de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP ADC\n\n'}, {'badge_info': 'N0175 | 08/12/16', 'titulo': 'LUZES AERONÁUTICAS DE SUPERFÍCIE', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': 'ABN indisponível.', 'texto2': '\n  \tPeríodo: De 08 de dezembro de 2016, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP ENR 4.5 (RPLC N146/15)\n\n'}, {'badge_info': 'N0182 | 08/12/16', 'titulo': 'INFORMAÇÃO ADICIONAL', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': '- Área de movimento sujeito a trânsito ocasional de animais.', 'texto2': '\n  \tPeríodo: De 08 de dezembro de 2016, 0000 UTC até 31 De dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP ADC (RPLC N098/15)\n\n'}, {'badge_info': 'N0200 | 08/12/16', 'titulo': 'COMBATE A INCÊNDIO', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto1': '- Combate à incêncio e salvamento CAT 3 indisponível.', 'texto2': '\n  \tPeríodo: De 08 de dezembro de 2016, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP ADC\n\n'}, {'badge_info': 'Z0255/19', 'titulo': ' N 26/03/2019 19:22', 'msg': 'VOR/DME SGC 115.40MHZ/CH101X RETIRADOREF:  AIP ENR 3.1, 3.2, 3.3, 4.1ENRC L8, H8 ', 'texto2': '26/03/19 19:22 a PERM'}, {'badge_info': 'G0221/19', 'titulo': ' N 25/02/2019 19:26', 'msg': 'AFIS HR SER MON TUE THU FRI SAT 1330-2030 WED SUN 1230-2030 ', 'texto2': '04/03/19 13:30 a 31/05/19 20:30 UTC'}, {'badge_info': 'Z2154/18', 'titulo': ' N 13/12/2018 19:01', 'msg': 'NDB SGC 215KHZ RETIRADOREF.: AIP-BRASIL ENR 4.1 ENR 6-ENRC L8, H8AIP MAP IAC NDB RWY 05     IAC NDB RWY 23 ', 'texto2': '15/12/18 00:00 a PERM'}, {'badge_info': 'Z1624/18', 'titulo': ' N 01/10/2018 18:01', 'msg': 'IAP VOR Y RWY 23 CORRIGIR NA PLANTA A DISTANCIA EM KOXAD DE D5.0 GBR PARA D6.0 GBRREF: AIP MAP (IAC) ', 'texto2': '01/10/18 18:01 a PERM'}, {'badge_info': 'Z1164/18', 'titulo': ' N 29/06/2018 16:25', 'msg': 'TA MODIFICADA PARA 4000FTREF: SID ADRA-BENE-EDOL-FAVA-TOGA      IAC VOR RWY 05      IAC VOR/DME RWY 23      IAC NDB RWY 23      IAC NDB RWY 05 ', 'texto2': '19/07/18 00:00 a PERM'}, {'badge_info': 'Z3018/16', 'titulo': ' N 12/08/2016 19:00', 'msg': 'SER COMBATE INCENDIO/SALVAMENTO CAT 3 INSTLREF: AIP MAP ADC ', 'texto2': '12/08/16 19:05 a PERM'}]",OK
SBUF,BA0007,PAULO AFONSO,PAULO AFONSO,BA,,"[{'badge_info': 'N0131 | 19/07/18', 'titulo': 'AUXÍLIO À NAVEGAÇÃO', 'msg': 'AREA RESTRITA TEMPORARIAMENTE (VOO DE ASA DELTA, PARAPENTE E PARAMOTOR)COORD 093457.85S/0362517.14W, 093118.44S/0362515.97W, 092051.22S/0380054.99W, 084218.47S/0371743.02W ACT ', 'texto1': '- VOR PAF 113.30MHZ indisponível.', 'texto2': '\n  \tPeríodo: De 20 de julho de 2018, 0000 UTC até 19 de julho de 2019, 2359 UTC.\n\tRef: AIP ENR 4.1\n\n'}, {'badge_info': 'B0438/19', 'titulo': ' N 12/04/2019 13:49', 'msg': 'AREA RESTRITA TEMPORARIAMENTE (VOO DE ASA DELTA, PARAPENTE E PARAMOTOR)COORD 093457.85S/0362517.14W, 093118.44S/0362515.97W, 092051.22S/0380054.99W, 084218.47S/0371743.02W ACT ', 'texto2': 'SFC'}, {'badge_info': 'B0266/19', 'titulo': ' R B0049/19 27/02/2019 14:20', 'msg': 'SER COMBUSTIVEL QUEROSENE NEG AVBL ', 'texto2': '27/02/19 14:20 a 29/04/19 23:59 UTC'}, {'badge_info': 'B0172/19', 'titulo': ' N 07/02/2019 14:20', 'msg': 'SER COMBUSTIVEL AVGAS NEG AVBL ', 'texto2': '07/02/19 14:20 a 29/04/19 23:59 UTC'}, {'badge_info': 'Z0088/19', 'titulo': ' N 01/02/2019 21:40', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT-3 RETIRADOREF: AIP MAP ADC ', 'texto2': '01/02/19 21:40 a PERM'}, {'badge_info': 'Z2596/17', 'titulo': ' R Z0232/16 26/08/2017 23:57', 'msg': 'NDB PAF FREQ 325 KHZ RETIRADOREF: AIP MAP ADC ', 'texto2': '26/08/17 23:57 a PERM'}]",OK
SBUG,RS0012,RUBEM BERTA,URUGUAIANA,RS,,"[{'badge_info': 'E0682/19', 'titulo': ' N 10/04/2019 20:34', 'msg': 'AREA PROIBIDA (EMISSAO DE GAS NATURAL) CENTRO COORD 294843S0565959W (SANTA MARIA, RS) RAIO 300M ACT ', 'texto2': 'GND'}, {'badge_info': 'E0679/19', 'titulo': ' N 10/04/2019 20:14', 'msg': 'VAC SUSPENSA A PERNA DO VENTO DO CIRCUITO DE TFC PARA AS RWY 09/27 ', 'texto2': '10/04/19 20:14 a 12/05/19 23:59 UTC'}, {'badge_info': 'Z1880/18', 'titulo': ' N 29/10/2018 17:15', 'msg': 'AFIS HR SER 1100-2100REF: AIP AD 2.18 ', 'texto2': '29/10/18 17:15 a PERM'}, {'badge_info': 'Z1401/18', 'titulo': ' N 05/09/2018 19:18', 'msg': 'AIS HR SER MON TIL FRI 0900-2000 (MON TIL FRI 0800-2100 HORARIO BRASILEIRO DE VERAO)REF: ROTAER         AIP AD 2 ', 'texto2': '05/09/18 19:18 a PERM'}, {'badge_info': 'Z0049/17', 'titulo': ' N 09/01/2017 17:18', 'msg': 'RWY 04/22 RETIRADAREF: ROTAER 3-U     AIP BRASIL AD 2     AIP MAP ADC ', 'texto2': '09/01/17 17:18 a PERM'}]",OK
SBUL,MG0002,TEN-CEL AV CESAR BOMBONATO,UBERLÂNDIA,MG,,"[{'badge_info': 'F0578/19', 'titulo': ' R F0560/19 03/04/2019 18:24', 'msg': 'EXER ACFT MIL SUBJ AUTH/COOR APP UBERLANDIA ACONTECERA  BTN COORD183000S0483000W, 183000S0481500W, 191000S0474000W, 193000S0474000W,193000S0484500W E 185000S0484500W RTO COOR SBR 338 ', 'texto2': 'SFC'}, {'badge_info': 'F0464/19', 'titulo': ' N 15/03/2019 20:03', 'msg': 'PAPI RWY 22 ANGULO DE RAMPA 3,00 DEG E MEHT 47FT INSTL ', 'texto2': '15/03/19 20:03 a 12/06/19 23:59 UTC'}, {'badge_info': 'Z4144/17', 'titulo': ' N 26/12/2017 13:54', 'msg': 'IAP VOR RWY 22 PROC PARA CIRCULAR RETIRADOREF: AIP MAP ', 'texto2': '26/12/17 13:55 a PERM'}, {'badge_info': 'Z3820/16', 'titulo': ' N 10/10/2016 14:35', 'msg': 'NDB ULD 350 KHZ RETIRADOREF: AIP MAP:     SBIT: SID BARA-ERAB-ITUM-REPAUMBI- UNGA ', 'texto2': '10/10/16 14:35 a PERM'}]",OK
SBUR,MG0053,MARIO DE ALMEIDA FRANCO,UBERABA,MG,,"[{'badge_info': 'F0686/19', 'titulo': ' N 15/04/2019 17:28', 'msg': 'EXIBICAO AEREA (ESQUADRILHA DA FUMACA) SUBJ COOR APP UBERABA ACONTECERA 200219S0474616W (IGARAPAVA, SP) RAIO 9,5KM DNG ', 'texto2': 'SFC'}, {'badge_info': 'F0667/19', 'titulo': ' N 11/04/2019 21:06', 'msg': 'PAPI RWY 17 U/S ', 'texto2': '11/04/19 21:06 a 13/05/19 01:20 UTC'}, {'badge_info': 'F0579/19', 'titulo': ' R F0561/19 03/04/2019 18:51', 'msg': 'EXER ACFT MIL SUBJ AUTH/COOR APP UBERLANDIA ACONTECERA  BTN COORD183000S0483000W, 183000S0481500W, 191000S0474000W, 193000S0474000W,193000S0484500W E 185000S0484500W RTO COOR SBR 338 ', 'texto2': 'SFC'}, {'badge_info': 'F0467/19', 'titulo': ' N 18/03/2019 18:53', 'msg': 'DIST DECLARADAS RWY 17/35 MODIFICADAS PARA:TORA  TODA  ASDA  LDARWY 17  1499  1499  1499  1499RWY 35  1499  1499  1499  1499 ', 'texto2': '18/03/19 18:53 a 13/05/19 01:20 UTC'}, {'badge_info': 'F0458/19', 'titulo': ' R F2490/18 15/03/2019 16:57', 'msg': 'RWY 17 FST 260M CLSD DEVIDO OBRAS ', 'texto2': '15/03/19 16:57 a 13/05/19 01:20 UTC'}, {'badge_info': 'F0378/19', 'titulo': ' N 28/02/2019 14:07', 'msg': 'WDI LGTD U/S ', 'texto2': '28/02/19 14:07 a 28/05/19 21:00 UTC'}, {'badge_info': 'Z1061/18', 'titulo': ' N 16/06/2018 22:18', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 4 RETIRADOREF: ROTAER 3-U        AIP MAP ADC ', 'texto2': '27/06/18 03:00 a PERM'}, {'badge_info': 'Z0448/18', 'titulo': ' N 01/03/2018 18:47', 'msg': 'SID CORVO 1B - UDIGI 1B RWY 35 CORRIGIR NA DESCRICAO TEXTUAL:DE: SAIDA UDIGI 1B: CURVAR A ESQUERDA, INTERCEPTAR E MANTER QDR 319 URB ATE LITUB, CURVAR A DIREITA, MANTER QDM 345 YBA ATE O NDB UDIGIPARA: SAIDA UDIGI 1B: CURVAR A ESQUERDA, INTERCEPTAR E MANTER QDR 319 URB ATE LITUB, CURVAR A DIREITA, MANTER QDM 345 YBA ATE UDIGI.REF: SID CORVO 1B-UDIGI 1B RWY 35 ', 'texto2': '01/03/18 18:49 a PERM'}]",OK
SBVG,MG0019,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,MG,,[],OK
SBVH,RO0003,VILHENA,VILHENA,RO,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 1302/2018', 'msg': 'FAC LGT AREA LDG U/S ', 'texto1': '- Modificação no horário de serviço deverá ser solicitado ao Centro de Informação de Aeródromo Amazônico (CIVA-AZ) no mínimo 24 horas antes do início da alteração desejada, salvo os casos previstos no MCA 1027 do DECEA, por intermédio do e-mail civa.az.cindacta4@fab.mil.br, sendo compulsória a coordenação e confirmação da autorização pelo tel. (92) 3652-5488 antes da apresentação do Plano de voo.', 'texto2': 'Duração:'}, {'badge_info': 'N0151 | 16/08/18', 'titulo': 'SERVIÇO DE INFORMAÇÃO DE VOO DE AERÓDROMO', 'msg': 'FAC LGT AREA LDG U/S ', 'texto1': '- Modificação no horário de serviço deverá ser solicitado ao Centro de Informação de Aeródromo Amazônico (CIVA-AZ) no mínimo 24 horas antes do início da alteração desejada, salvo os casos previstos no MCA 1027 do DECEA, por intermédio do e-mail civa.az.cindacta4@fab.mil.br, sendo compulsória a coordenação e confirmação da autorização pelo tel. (92) 3652-5488 antes da apresentação do Plano de voo.', 'texto2': '\n  \tPeríodo: De 16 de agosto de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP ENR 2.1\n\n'}, {'badge_info': 'N0113 | 17/08/17', 'titulo': 'INDICADOR DE DIREÇÃO DO VENTO', 'msg': 'FAC LGT AREA LDG U/S ', 'texto1': '- Indicador de direção do vento iluminado instalado.', 'texto2': '\n  \tPeríodo: De 17 de agosto de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP\n\n'}, {'badge_info': 'G0323/19', 'titulo': ' N 20/03/2019 00:00', 'msg': 'FAC LGT AREA LDG U/S ', 'texto2': '20/03/19 00:00 a 18/04/19 23:59 UTC'}, {'badge_info': 'Z0948/18', 'titulo': ' N 04/06/2018 17:07', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 3 RETIRADOREF: ROTAER 3-V ', 'texto2': '15/06/18 11:00 a PERM'}, {'badge_info': 'Z0637/18', 'titulo': ' N 29/03/2018 20:29', 'msg': 'AFIS VILHENA FREQ 125.900MHZ OPERANDO REMOTAMENTE A PARTIR DO ACC MANAUS. PROCEDIMENTOS ESPECIFICOS ESTAO DESCRITOS NA AIC N32/2018REF: ROTAER 3-V     AIP MAP IAC E SID ', 'texto2': '02/04/18 11:00 a PERM'}]",OK
SBVT,ES0001,Eurico de Aguiar Salles,VITÓRIA,ES,,"[{'badge_info': 'N0021 | 31/01/19', 'titulo': 'PISTA', 'msg': 'AIS OPR NA MODALIDADE DE AUTOATENDIMENTO.RMK: PARA INFORMACOES ADICIONAIS CONSULTAR CAIS-RJ TEL PLN/FAX (21)  3398-4738 ', 'texto1': '- Pista 20 proibido pouso de aeronave turbo-jato.\n\n1) Dias e horários: H24', 'texto2': '\n  \tPeríodo: De 31 de janeiro de 2019, 0000 UTC até 07 de novembro de 2019, 2359 UTC.\n\tRef: AIP AD 2.12 (RPLC NOTAM B1651/18)\n\n'}, {'badge_info': 'N0011 | 03/01/19', 'titulo': 'PROCEDIMENTO DE APROXIMAÇÃO POR INSTRUMENTOS', 'msg': 'AIS OPR NA MODALIDADE DE AUTOATENDIMENTO.RMK: PARA INFORMACOES ADICIONAIS CONSULTAR CAIS-RJ TEL PLN/FAX (21)  3398-4738 ', 'texto1': '- IAP RNAV (RNP) R RWY 06 modificado. \n\n1) Altitude mínima no VT032 de 4000 FT para 4500 FT\n2) Distância entre a RWY 06 e o waypoint VT094 de 8.4NM para 7.7NM', 'texto2': '\n  \tPeríodo: De 03 de janeiro de 2019, 0000 UTC até 03 de janeiro de 2021, 2359 UTC.\n\tRef: AIP MAP IAC\n\n'}, {'badge_info': 'N0012 | 03/01/19', 'titulo': 'PROCEDIMENTO DE APROXIMAÇÃO POR INSTRUMENTOS', 'msg': 'AIS OPR NA MODALIDADE DE AUTOATENDIMENTO.RMK: PARA INFORMACOES ADICIONAIS CONSULTAR CAIS-RJ TEL PLN/FAX (21)  3398-4738 ', 'texto1': '- IAP RNAV (RNP) X RWY 20 modificado. \n1) Distância entre a RWY 20 e o waypoint VT079 de 6.2NM para 5.1NM\nReferência: AIP', 'texto2': '\n  \tPeríodo: De 03 de janeiro de 2019, 0000 UTC até 03 de janeiro de 2021, 2359 UTC.\n\tRef: AIP MAP IAC\n\n'}, {'badge_info': 'N0118 | 21/06/18', 'titulo': 'ATIVIDADES AERO DESPORTIVAS', 'msg': 'AIS OPR NA MODALIDADE DE AUTOATENDIMENTO.RMK: PARA INFORMACOES ADICIONAIS CONSULTAR CAIS-RJ TEL PLN/FAX (21)  3398-4738 ', 'texto1': '- Uso do espaço aéreo não autorizado: voo de parapente (tripulado) centro coordenadas 201933,73S/0401637,61W (VILA VELHA, ES) raio aproximado 600M e limite vertical aproximado SFC/1000FT AGL.', 'texto2': '\n  \tPeríodo: De 21 de junho de 2018, 0000 UTC até 20 de junho de 2019, 2359 UTC.\n\tRef: AIP ENR 5.5\n\n'}, {'badge_info': 'B0461/19', 'titulo': ' R B0373/19 16/04/2019 20:01', 'msg': 'AIS OPR NA MODALIDADE DE AUTOATENDIMENTO.RMK: PARA INFORMACOES ADICIONAIS CONSULTAR CAIS-RJ TEL PLN/FAX (21)  3398-4738 ', 'texto2': '16/04/19 20:01 a 23/06/19 23:59 UTC'}, {'badge_info': 'B0412/19', 'titulo': ' N 05/04/2019 19:05', 'msg': 'AREA RESTRITA TEMPORARIAMENTE (REBOQUE DE FAIXA) SUBJ COOR/AUTH APP VITORIA COORD 200919S0401005W,  200921S0401057W, 203135S0402155W, 203139S0402134W (EXC SBD 368 SBD 369 SBD 374) ACT ', 'texto2': '300FT AMSL'}, {'badge_info': 'Z0114/19', 'titulo': ' N 14/02/2019 12:51', 'msg': 'PAPI RWY 06 ANGULO NORMAL DE RAMPA 3,70 DEG, MEHT 50FT INSTLREF:  AIP-BRASIL AD SBVT 2.14;AIP-MAP ADC SBVT. ', 'texto2': '14/02/19 12:51 a PERM'}, {'badge_info': 'Z2056/18', 'titulo': ' N 19/11/2018 20:06', 'msg': 'AIS EXCLUIR SEGUINTE RMK:RWY 02 E 20 PRB LDG ACFT TURBO-JATOREF: AIP AD 2.20 ', 'texto2': '19/11/18 20:06 a PERM'}, {'badge_info': 'Z2044/18', 'titulo': ' N 14/11/2018 16:27', 'msg': 'IAP RNAV (RNP)  R  RWY  06 CORRIGIR   NO  QUADRO  DE  APCH  PERDIDA   DE : CURVAR  A  DIREITA  RUMO  296 PARA ESPERA  EM VT012  PARA : CURVAR A DIREITA RUMO 296 PARA ESPERA EM VT014REF.:AIP MAP IAC RNAV (RNP) R RWY 06 ', 'texto2': '14/11/18 16:27 a PERM'}, {'badge_info': 'Z2036/18', 'titulo': ' N 13/11/2018 16:42', 'msg': 'PAPI RWY 02 ANGULO NORMAL DE RAMPA 3,00 DEG, MEHT 54FT INSTLREF: AIP AD.2;         ADC SBVT ', 'texto2': '13/11/18 16:42 a PERM'}, {'badge_info': 'Z1973/18', 'titulo': ' N 08/11/2018 00:25', 'msg': 'SID RETIRADO QUADRO DE RMK AS INFO DE MNM PARA DEPREF.: AIP-MAP: SID RNAV BUVIM 1B RWY 06RNAV ARVIR 1D RWY 24EGLEP 1A RWY 24BUVIM 1C, 1D RWY 02/06 ', 'texto2': '08/11/18 00:25 a PERM'}, {'badge_info': 'Z1467/18', 'titulo': ' N 19/09/2018 18:31', 'msg': 'PAPI RWY 24 ANGULO NORMAL DE RAMPA 3.00 DEG MEHT 46FT INSTLREF: AIP BRASIL (AD 2)         AIP MAP (ADC) ', 'texto2': '26/09/18 00:00 a PERM'}]",OK
